,text,votes
3479,+RainbowIdea Ça peut être quelque chose d'humoristique mais es-tu diabétique?,0
3480,+xX Rapha3l Xx non mais je sais c'est quoi de l'être et je trouve cela horrible mais c'est pas nécessaire de faire un texte complet pour illustré ça.,3
3481,+xX Rapha3l Xx réécoute et tu vas voir qu'il n'a rien dis de mal,2
3482,"Le diabète de type 1 est celui dont tu parles. Cependant, le diabète de type deux est celui causé par, entre autre, une résistance à l'insuline sécrétée par ton pancréas. Manger trop de sucre peut faire en sorte que les cellules deviennent résistantes à l'insuline, d'où les dires que le sucre cause le diabète.",16
3483,Il y a rien de méchant à ce que dit Squeezie t es parano toi !,8
3484,Si squeezie a résond on a le diabète quand on mange trop de sucre de frais ou de bonbon donc quand on c'est pas on se la ferme,1
3485,au moin lui il ya 6 000 000,0
3486,+Mattiouz Di Sciacca c bon laissez le lui aussi il a sa LIBERTÉ DE PENSER !!!!! ^^,2
3487,+Mystérieuse Jammeuse lol,0
3488,oh.. désolée..,0
3489,c bon pète un coup prend ça au second degré,4
3490,Merci a toi j'ai lu ton com et j'ai passé une mauvaise fin de journé nan je dec mais c'est pas ca faute squeezie fait des videos et ne se rends pas compte de se qu'il dit,0
3491,+Mattiouz Di Sciacca donne ton fb mec tu vas moins faire le malin a insulter les mères 😉,0
3492,+xX Rapha3l Xx  putains mais t'es une paranoïa professionnels moi je sais j'ai le diabète et ça m'a pas choquer donc ferme la un peut être quand tu serra à son niveau ( ce qui n'arrivera jamais ) la tu pourrais la ramener,5
3493,sa ca calme toi tu t'emballe pour rie. est prend les chose trop a coeur. il a dit diabète car les bonbons ses sucré et que tout le monde ses que le diabète et un problème de quantité de sucre dans le sang. j'ai dit sa vite fait tu doit t'y connaitre mieux sur le sujet que moi. mais bon voilà tu prends sa trop a coeur. en tout cas désolé pour toi.,2
3494,Mattiouz Di Sciacca insulte pas gamin il a dit quoi de mal ptdr ce puceau,0
3495,"xX Rapha3l Xx wsh c de l'humour , si tu sais pas rire tu regarde pas ses video , ptn sa msoule , toujour vous trouvee un truc a critiquee au lieux dle felicité pour le travail qu'il se donne pour faire ses video",1
3496,Atlas Lunatik ptn i dit sa pour rigoler va regarder  aute chose sinon,1
3497,"c'est pas méchant, calme :). 
Arrêter de sans arrêt vous sentir concerné sur chaque paroles sinon vous aller rester fragile toute votre vie quoi.",0
3498,Ta raison,2
3499,Atlas Lunatik déjà mon pere est docteur ✋🏻 et le diabète est signe de mauvaise alimentation ! Donc squeezie n'a pas totalement faux. Merci de votre intervention jeune homme,3
3500,si quelqu'un c'est ou il acheter sont tee-shirt dites le moi 👕💥🌞🍦,0
3501,A 9 minute 32 je me suis tellement Peter des bar,0
3502,"Manger un gland..
Toussote",5
3503,"Moi, j'dis, ça veut tout dire. :o",2
3504,je te cherchais je voulais voir si quelq'un allais reagir on est d'accord on a pas penser a l'arbre ou a la boulangerie :'),2
3505,Absoooolument ; pas de méprise !,0
3506,+Sei-Sei ahahah c'est bien ce qu'il me semblait 😂😂😂 en même temps ça m'étonne cas moitier vu que a chaque fin de vidéo il dit peace (pisse ) 😂😂😂👊✌,1
3507,"Bordel, j'y avais même pas pensé.
On est des enfants. x)",3
3508,😂😂😂😂😂😂😂😂😂😂😂,0
3509,squezie évite de traiter les gens de grosses merdes,0
3510,entre cache oeil et jambe de bois c toujours mieux de ressembler à Kaneki Ken (Tokyo goule),0
3511,"1 metre= 3 feet
approx",0
3512,c'est quoi ton logiciel de montage ?,0
3513,histoire C est pas utile,0
3514,Squeezi est un PERVER😢,1
3515,Il a un pyjama de glace.,0
3516,j'adore ton pull kawaï,0
3517,Ton pull il est juste PARFAIT !!!,0
3518,"J'ai pas compris parfois il dit "" or "" au lieu des réponses ?",0
3519,Je l'avait vu sa mais mdr quand il sait pas il dit pas sa il dit ' je sais pas ' ptdrrr merci quand meme,0
3520,+Lilou Parnois il dit ça parce qu'il ne veut pas qu'on fasse la guerre dans les commentaires .,1
3521,Squeezie j'aime tro ton pull,0
3522,Trop beau ton thé shrt,0
3523,"Bref, j'adore ton pull.",0
3524,dans une serie y a une fille qui avait le meme pull que toi !😂,0
3525,tu peux faire plus de video commeca,0
3526,"J'aime bien son pull 😀
Kawaii💜",0
3527,pourquoi tu nous a pas dit se que tu as marqué,0
3528,moi je veux etre japonaise !!!,2
3529,les maths c'est pour les pros,1
3530,l'histoire c'est pour les baufs,1
3531,Un cache œil pour s'appeler Nick Fury,0
3532,j'ai un corp de lache  je mange sa change rien,0
3533,"c pas un nain de 10 mètre mais environ 3 mètre ,correction 😈😈😉😉",0
3534,tes en pyjama ?😲,0
3535,mais si tu deviens une fille apresla mort t'as des regl pendant 1 semains tous les quinze jours,0
3536,Histoire. C des gars qui raconte leur vie les maths a apprendre mais avoir  un GROS mal de tête et tout oublier 1 h apred,0
3537,"tu ma tuer kan ta repondu a la question et ta dit ""un bras et un pied"" style tavai pa comprus",0
3538,tes rrop beau squeezie avec ton pull(et sinon je voudrait savoir où tu la acheter parce que il est trop bo)et sinon tes tjr beau mais sans ton pull et j adore tes video et je suis ta plus GRANDE FAN jtm😍😍❤❤💋,0
3539,En fait le dilemme de pas pouvoir se lever ou s assoir tes obliger de mourir rester debout tu meur de fatigue et rester assis sa va te faire un caillou de sang dans les vaine ca va ariver a tes poumon et tu creve,0
3540,oui mais si tu reste debout tu peut te coucher,0
3541,"Tu meurs pas de fatigue parce que tu peux te coucher ! A moins que tu dormes assis, tu es correct !",0
3542,aussi j ai un dilleme prefére tu être un homme dans un monde de femmes ou être une femme dans un monde d hommes ?,0
3543,juste les math c'est plus importent que l'histoir,0
3544,Toi t'aurais bien besoin de français au contraire !,0
3545,"@Mary Une Fille Comme Les Autres Et le foot c'est bien, t'en as d'autres des conneries comme ça ?",0
3546,"luca t trop marren

PS je peux pas laissez se com começa alor... euh.. enfin t trop marren
PS je t'aime
PS je suis pas hommosexuel
PS  jai une éréction 
PS jai une ejaculation",0
3547,Annuelle désolé j'avais pas vu que tu avait écrit l a même chose que moi avant moi sinon bisou m'a chéri,0
3548,arrette  tes trop beau  est tu chante trop bien,0
3549,Moi aussi je parlais en classe et la maitresse m'a changé de place lol,0
3550,aucun des deux dans la questions ds pouces ou ds index mais dans les fps sur consoles sur plus pour se deplacer parce que sinon tu peux jouer en clow #LESVRAISSAVENT,0
3551,le chandail parfait,0
3552,j aime bien ton pull,0
3553,J'adore ton pull,0
3554,"3:27 : Petit cours d'anglais Lucas :)
Learn -> Apprendre
Teach -> Enseigner ;)",9
3555,Littéralement oui. Mais on peut dire apprendre à quelqu'un il n'a donc pas fait de faute et si tu regarde la suite de la vidéo tu comprends qu'il n'a pas mal compris!,10
3556,"+Hailf Exodius oui, avec le ""et je ferais mes cours comme.. """,0
3557,moi japon,0
3558,Mais euuuh pu est swittie,0
3559,"Encore un pull trop cool :,)  Lucas, j'te laisses juste ce petit commentaire pour te remercier de tous les fous rires que tu m'apportes :)",0
3560,squeezie tu as tromper beaucoup de meuf dans ta vie q'el soit virtuelle ou réel,0
3561,I love ton t-shirt <3 lol,1
3562,Bbb bb.  Bob. Bb bb.  Bb bb bbbbbb bbbbb b bb bbbbb bbbb b bbbbb bbbbb b. B bb. B. B b bbb b Bob.  H bbbbbb b bb bbb b. B bb b f b bb.  V bb c. Bbb bbb. Bb.  B. Bbbbb. Bb bbbb. B. But. Bbb bbb bb bb. B bb b bb h. Bbb. Cbb.  B b bbb bbb t bb. B b. Bb b bb. Bb bbb bb. Cbb. B bbb vbbbb b bb.  B. Bb.  Bb b. Bb.  Bb f. Bb b h bbb b. Bbb b b b c bb b bbbbb bbbbbb but.  B b gc.  B bbb b bbbbb. Bbb b b b b. Bbbb b.  B. Bb h bbb bhbbbbbbh bb bh bbbb.   Bb bhbbbbbbh. Bac bbbbb. B gb bbbb bbbb bbb hbbbbbhbb bh bbbb b bb b bb bh b hobby b b.  Bb b h  b.  Bb. Hbbbb. Bb b b fhb. Bhbbbbbbh b. Bb bh hbbbb. B h Hubble bfbbbbb. B bbb b bybbbbh. Bybbbbh bbb hhhbbbbh b f h bybbbbh b bybbbbh b bb bb.  Ba b b bbbb b.  Bbb b bh bh bbbb. Bbbb. Hhh. Hhhbbbbh bbbb b bybbbbh. B bh hé b bbb. Bbbb. Bbbb hhhbbbbh b bh hbbbbb h gra hbbbb bhhbbbbhbhb b bh g bbbbb b. Fhb. Bb.  Bfbbbbb fhb b b.  Vin. Bh bhbbbbb bbgfhbbfbhbbhb h bb. Bhhbbbbhbhb hhhbbbhhbfhbbhhbhhfbhfhhhhhbhhvb hbhhhhhhbbhhhhbh cubgybuhhhvhhbhhbhhyhgbghh,0
3563,regarder bien l'écran bleu mdrrr,2
3564,maths,0
3565,il a même pas montrer les pourcentages du duel entre appel et androide,0
3566,j'aimerais trop être un mec au moin 1 journée je me demande comment ce fait !,0
3567,Franchement les maths!!😂,0
3568,Gagner une PS4 gratuitement https://twitter.com/AmazngGiveaway/status/738998287940751362?pidid=wp9Ceao6P4ENfaQiDX5Cs-vWnU4c-D,1
3569,t pas le vrai,0
3570,"perso moi je prefere le robot, t piceau mon gars si tu pense a te peloter en tant que femme mdr",0
3571,hrhfbek,0
3572,Son chandail est chelou!!!,0
3573,vous prefere avoir des pouvoirs de TELEPATIE ou de TELEKINESTIE (faire bouger des objets par la pansée )????????,0
3574,être un chat ou un chien je suis d'accord que le chat doré 18h par jour et à de la bouffe illimité mais le chien aussi et je suis bien placé pour dire ça car j'en n'est un,0
3575,Ton pull 😍❣✨,0
3576,yo,0
3577,c'est du what suffe fuck !!!,0
3578,Wallmart c'est Wallmart,0
3579,le pull glace <3,0
3580,J'aime trop  ton pull mais ta vidéo es trop drôle t'assure continu !!!!😜,0
3581,Moi aussi je ne peut pas trop grossir:),0
3582,J'ADORE TON CHANDAIL !!!! -,0
3583,Super vidéo,0
3584,j'adore space mountain ( Disney land Paris ),0
3585,moi aussi squeezie je ne grossie pas et g un corp de lâche,0
3586,Tro beau ton haut,0
3587,ou achete-tu tes pull comme sa Squeezie ?,0
3588,Xdxdxdxdxdxdxdxdxd,0
3589,Grâce merde,0
3590,squezzie réfléchi si tu est une fée sans ailles tu peux te faire pousser des ailes (les fées sont magique),1
3591,mon chat sapelle kraken,0
3592,"Ton pull et trop beau
Je t'aime ❤️",0
3593,"T'es pas malin d'avoir choisi de manger ton plat préféré toute ta vie parce que dans l'autre cas, si tu peux manger tout ce que tu veux TU PEUX MANGER TON PAT PREFERE.",111
3594,cest exactement ce que je me suis dit 😂,1
3595,+oriane limbert  rin s écrit rien﻿,0
3596,imagine que son plat et dur à cuisiner,0
3597,pas bête,0
3598,Bah oui😝,0
3599,Ouais moi aussi je me suis dis la même chose,2
3600,ouai,2
3601,"Bah si on mange tout le temps la même chose, on en aura marre. Et c'est vrai qu'on peut choisir son plat préféré. 4:31",1
3602,Je me suis dit exactement la même chose,0
3603,Je porte déjà que des jean!,0
3604,je t'aime,0
3605,ptn on as plein de points communs,0
3606,J'aime trop ton pull,0
3607,Squeezie tu dis que tout le monde à mi ça mais c'est seulement 60à40,0
3608,trop bien,0
3609,Je vis au Canada et Walmart c'est un magasin ou y a tout. LOL.,0
3610,vous fermez vos bouche,0
3611,On en parle de ce qui est écris sur l'écran bleu ? xDDD,0
3612,3:30 MOI MATHS !!! DIE !!!,0
3613,J'aurais juste voulu avoir la réponse sur iPhone ou Android voir combien de % il y avais ^^,0
3614,j'adore ton pull😍,0
3615,"08:23 OMG pourquoi il dit (traduction) ""si les fenêtres continuent à parler de votre mère , désactiver ou supprimer tout matériel nouvellement installé des jouets sexuels ou logiciels pornographiques"" 0.o'' et dans toutes les phrases il y a ""sex"", ""sexy"", ""mom"" etc....
Qu'as tu à dire pour ta défense ??",30
3616,mais oui jetait choquer 0.o,0
3617,Google trad c'est pas bien ^^,0
3618,Pourquoi y'a écrit ça  0.0,0
3619,+Rarity LaLicorne  y a pas écrit sa ???,0
3620,+Rarity TheLicorne Parce qu'il y a des psychopathes partout...,0
3621,:),0
3622,+Fée -Sans-Age Même  Squeezie... oO,1
3623,+Rarity TheLicorne J'en ai bien peur... ^^,0
3624,+Fée Sans-Age si tu t'y connaîtrait un peu en informatique t'aurais vu que c'est rien qu'une blague -_',1
3625,"+Karima Nahli Si tu le dis... Effectivement, c'est difficile de trouver plus nulle que moi en informatique ! ^^ Et la gentillesse qui passe dans ton message me touche...",3
3626,"Quel est le nom de la chanson, par rapport avec un ouragan? J'aimerais le savoir.",0
3627,j'adore le pull!!!,0
3628,"on est bien d'accord que c'est écrit ""if windows continues to talk about your mom, disable or remove any newly installed sex toys hardware or pornographic software."" à 08:23  0.0'",100
3629,Oui ! 0.o'',2
3630,Ca m'a choquée O.O,4
3631,O...M...G...,2
3632,lis tous le truc brièvement et tu verras un truc ui te choquera également,1
3633,TU PEUX ME TRADUIRE STP,0
3634,Ça veut dire quoi on peut me répondre xD ?,0
3635,"je sais pas vraiment mais y a marqué ""sex toys"" et ""pornographic"" si tu regarde bien...",0
3636,"J'ai même vu qu'à un moment ça parle de préservatif avec ""condom"" et aussi de demander à sa mère ce qu'elle a fait la nuit dernière.... -.-",2
3637,Ouai ta raison il y a un moment c'est même écrit sexual Berg !!!!c'est pervert de sexué ou quoi ?,1
3638,Et sexuality Popopo on l'a grier hahohi,2
3639,fffffff 😱😱😱,1
3640,"Pour moi la meilleure version sur android de tu préfères c'est celle la .
 
https://play.google.com/store/apps/details?id=elixir.tu_preferes&hl=fr",0
3641,"Ok y a Kamasutra aussi o.O' 

Chaud quand meme ...",1
3642,"C faux , lisez depuis le début , c une blague , en plus il y a le: press F69 😂😂😂",4
3643,oui et il y a des 69 partout xD c quoi ce bordel,1
3644,oui,1
3645,c justement pour ça que chuis allé voir dans les com si y avait des gens qui l'avais remarqué XD,1
3646,STUPIDITY TIME truce de fou bien vue STUPIDITY TIME,2
3647,STUPIDITY TIME,1
3648,STUPIDITY TIME bien vu mais sa veut dire quoi svp,1
3649,Mademoiselle Youtube des choses pas très catholiques 😂,0
3650,STUPIDITY TIME ha d'accord mdrrr 😂😂😂😂😂,2
3651,Ask Windows to at least use condoms software. :),3
3652,"STUPIDITY TIME ya aussi écris ""Hack the sexual kernel of Windows O.O",1
3653,Je préfère être un chien,1
3654,je prefere etre japonaise,1
3655,😁,0
3656,est quoi ta plus grande peur ????????????,0
3657,les poupées,0
3658,ok,0
3659,De ma soeur ...,1
3660,"Une poche ? C'est un sac ? Car si c'est un sac, éléphant on peut mettre plus de choses ;)",1
3661,c'est quoi le Hunger Game ????,0
3662,ouah comment t'as grandi Lucas,0
3663,Je veut ton tee shirt,8
3664,"Il te rappelle rien, ce t-shirt?",0
3665,+Milan Malfait non mais la je mange une glace,1
3666,+Elodie B C'est un pull .,0
3667,+KpopAddict oui...OUI 😍,1
3668,+Amaury Lagrange Calme ta joie,0
3669,"Oui,il est trop mignon !",2
3670,😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😓😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸 😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸 😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😸😓😓😓😓😓😓😓😓😹😹😓😹😓🙌🙍🙍😫😚😫😘😪😎😼😎🙀👸👷👹💇👻💆🎅👥👫👫🎅👥👼👱💆👸👮🎅👥👯👮💞💞💘👅💖👐👐👌💚💙💜💛💜💕💟🎒👙💼👚💼👔👠👔👘👓👠📰📙📰🎆📖🔌📔🔮🔔📰📚📨📮📤📯📦📡💻📎🎭🎯🎦📹🎪📀🎨🎦🎥📉📈🎭🎹🎻🎺🎸🐁🐑🐺🐃🐽🐦🐪🐜🐲💞💖💞💟💟💚,0
3671,je plein la meuf qui aura ton cerveau,0
3672,ba être intelligent dans un monde de débile fait que tu sera seule et être débile dans un monde d'intello fait qu'il peuvent te foutre la honte te victimiser,0
3673,j'adore ton pull je veux le même 😍,4
3674,C'est drôle,0
3675,1m02 cc'était sans hésiter mon plats préférés c les sushis,0
3676,"Squeezie je suis désolé mais ""teach"" en anglais ça signifie enseigner et pas apprendre :)xD c'est pas grave je regarderai toujours tes vidéos :))",0
3677,perso je préfère les cache oeil (comme ciel dans black Butler),0
3678,c'est lieu le zoo,0
3679,c'est chelou ce que tu fais avec ta main,0
3680,"0:42 ouais mais dans les boîtes de nuit y'a des gens qui vomissent, qui transpire et qui avec leur chaussures on marcher dans la merde sur des chewing-gum usagés etc",0
3681,moi je préfère danser tout mes mouvements car je le fait déjà 😅,0
3682,a 4:00 minutes ben celui ou tu manges ce que tu veux sans grossir parce que comme  ça tu manges ce que tu préfères sans grossir xD,0
3683,"squeezie tu peut arreter de parler vite stp 
pour que sa beugue moin meme plus stp",0
3684,À 5:13 Squeezie ne voulait pas perdre la moitié de ses abonnés,3
3685,Jfkfindukg,0
3686,Omg je kiffe son pull,0
3687,je t'adors mais pq fais tu des video qui ne saire a rien ok je ne comprent pas quoi 😡😡 comme emilie je ne sais trop quoi il y a des enfant qui regarde tes vidéo ok 😡😡😰 mais tes vidéo sont cool 😊😊 mc,0
3688,+L'ananas Roux tu sais qu'il y a une saison 3 qui s'appelle Tokyo Ghoul RE en manga en ce moment même il y a 3 tomes en français si tu savait,0
3689,Le t shirt est trop cool,0
3690,"Tu as trop minion 😍😚😘😙😗😎💑👄👄👄👄👄👄💋💋💋💋💋❤❤❤❤❤❤❤❤💓💓💓💓💓💓💓💔💔💔💔💔💔💔💕💕💕💕💕💕💕💕💕💕💕💖💖💖💖💖💖💖💖💖💖💖💖💖💗💗💗💗💗💗💗💗💗💗💗💗💘💘💘💘💘💘💘💘💘💘💘💘💘💘💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟😍😙😘😚😗😎
A love 💋",0
3691,dans tout les cas tu sentira une odeur de caca lol,0
3692,+Hugo Boncar alerte intello lol,0
3693,Moi japonaise,0
3694,Trop bien tes glace,0
3695,Mon tonton la nuit il a un grand bolle de m&m chaque fois qu'il se lève il en prend et il grossi pas.,0
3696,Tu aime la glace?,0
3697,"4:50 moi un super écrivain, c'est mon rêve",0
3698,un cache oeil comme kaneki (dans tokyo ghoul ne regarder pas cet animé si vous avez moin de 12 ans (en vrai on s'en fiche regardez tk ghoul ou tk ghoul re sa vous traumatisera pas) Xd,15
3699,+Lucas Simon pk?,0
3700,On s'en branle sérieux !,0
3701,Pourquoi pas avant 12ans ? 0-o,1
3702,Tlm peut regarder Tokyo Ghoul juste fat pas être sensible au sang Torture et tt ...,1
3703,Aussi y a la meuf dans Another qui porte un cache œil,1
3704,"@PεpșY_Sลη ツ
Ya bien pire que Tokyo ghoul XD",0
3705,Parasite qui est aussi un peu dérangent! :'),0
3706,"@Anna Graffmann
Ah oui ? Faut que je regarde je l'ai oublier le pauvre XD",0
3707,Ne pas être ici si vous avez moins de 12 ans* oui 😂,0
3708,moi j'aurais dit un cache  oeil comme nik furri,1
3709,+Anna Graffmann c'est pas faux 😅 mais c'est quand même plus cool et plus badass  (il faudrait aussi au passage avoir un kakugane ultra badass et c'est bon enfin je crois 😑^_^,0
3710,ouais pareil sauf que c'était à 8 ans,1
3711,+PεpșY_Sลmล ツ  oui mais je dis ça pour les très jeune loul😒,1
3712,+Kitsesun  pour les jeunes les plus sensibles,0
3713,"@Super Mr Gaming
Merci j'avais comprit tkt ^^",0
3714,Kitsesun Y a bien pire ? Higurashi ? Corpse Party? XD,0
3715,"@Aizume chan
Bah oui par exemple ^^
Même Another a la limite (a la grande limite)",0
3716,Moon Moon pour les plus jeune bien evidemment😃,0
3717,Anna Graffmann non mais c'est vrai c'est déjà un peu plus dérangeant :),0
3718,PεpșY_Sลmล ツ il est vrai,0
3719,Kitsesun JE SUIS PAS VENUE ICI POUR SOUFFRIR OK,0
3720,7:40 #Keller bee,0
3721,ditent moi qui jimit you toulemonde ...,0
3722,moi je préfère largement apprendre les math,0
3723,Il voulait un cache-oeil a cause des anime et de tokyo ghoul lol,0
3724,j aime,0
3725,trop cool la video et moi aussi je préfere vivre avec des animaux que vivre dans un parc d attraction tu t ennui a force,0
3726,Apple ou android 😂😂 vue ton iPhone 6 on se doute du choix même si il a était couper 😂😂,5
3727,"+Nyan Cat 
C'est cool de chier des arc-en-ciel ?",1
3728,+L Lawliet naaan sa fait mal j'en peut plus,2
3729,",tu crois que je fait quoi",0
3730,Moi j'aurais dit IPhone direct ! (Même si j'en ai déjà un ),1
3731,euh jouer sur pc 😂😂😂,0
3732,😊😊😊😀😀😀,0
3733,la pauvre girafe :(,0
3734,je préfère vivre dans un zoo,0
3735,Où tu achète t'es pulls,0
3736,"Ouais mais Asiatique...Tu pourrais aussi être un Sibérien plus de famille,plus d'amis et manger QUE du saumon...Bah,je suis Ok pour ca juste pour le saumon xD
( Le rapport? La moitié de la Russie (coté Est) appartient a l'Asie)",0
3737,le cache-oeil ça fait penser a nick fury dans avengerss c'est pour ça que tout le monde le prend . meme délire pour wolwerine,0
3738,tout le mon a chois un cache œil pour devenir Kaneki ken dans tokyo ghoul ^^,2
3739,Oh merci chu pas la seule à avoir penser sa😂💗💗💗💗💗💗💗,0
3740,lol,0
3741,"╭━━━━━━━━━━━━━━━━━━━━━━━━-╮
┃                                     ════════                                  ●  ┃
┃                                       iPhone 6s                                         ┃
┃                                                                                                  ┃
┃███████████████████████████████████┃
┃█                                              .                       .:| [█] 17:28   █┃
┃█  ━━━━━━━━━━━━━━━━━━━━━━  █┃
┃█                                                                                            █┃
┃█                                                                                            █┃
┃█             █     ████                            ██             ██        █┃
┃█          ██              █          ██          █     █       █     █      █┃
┃█             █           █                                 █             ██        █┃
┃█             █        █                ██           █              █     █      █┃
┃█             █      █                                 ████          ██        █ ┃ 
┃█                                                                                             █┃
┃█            Ven 15 Juin                                                            █┃
┃█  ━━━━━━━━━━━━━━━━━━━━━━  █┃
┃█                                                                                            █┃
┃█           83°C                                                                        █┃
┃█         39°|93°                                                                      █┃
┃█        Yokohama |Pays du japon                                       █  ┃        
┃█                   Verglas                                                          █┃
┃█                                                                                            █┃
┃█                                                                                            █┃
┃█                                                                                            █┃
┃█                                                                                            █┃
┃█                                                                                            █┃
┃█     ╭━━╮      ╭━━╮        ╭---(1)╮     ╭━━╮   █┃
┃█     ┃        ┃      ┃   █   ┃       ┃   V   ┃     ┃ ● ● ┃    █┃
┃█     ╰━━╯      ╰━━╯        ╰━━╯     ╰━━╯    █┃
┃█     téléphone    Contacts    Messagerie        Apps      █┃
┃█                                                                                             █┃
┃█  ━━━━━━━━━━━━━━━━━━━━━━  █┃
┃█                                   ╭━━━━-╮                                █┃
┃█    ╭-━-╮                 ┃                 ┃                <━╮      █┃
┃█    ┃ == ┃                 ╰━━━━╯                   ━╯      █┃
┃█                                                                                            █┃
┃█████████████████████████████████",0
3742,moi je veux devenir écrivain,0
3743,AXOLOTE????????????????????????? 3min 40,0
3744,pk sur lecran bleu ya ecrit sex with mom et tout??????????????????????????,0
3745,4:47 cest a cause des ecrivain comme toi qu'on arrete pas de faire des devoirs sur des livres pourris a mort,0
3746,Tu la acheter ou ton pull je veut le meme :o,0
3747,8:23 ...Prenez le temps de lire ce qu'il est affiché... Wtf,2
3748,lol c est vrai le squezzie a fait un montage vu pas pour une fois !!!,0
3749,Le goût du risque est au parc astérix et obélix,0
3750,tu va te faire chasser si tes un chat,0
3751,Pisse toi ouaich,0
3752,c quoi ce sweet ???😂😂😂😂,0
3753,quand on devait sauver le kraken tu tue ma soeur (elle dit qu'elle est le kraken,0
3754,la femme que j'aime,0
3755,juste deux-seconde quel femme et tu as 7 ans??,1
3756,+XxProKillerxX 712 Mdr j'en peux plus 😂😂😂,0
3757,+XxProKillerxX 712 Je dirais 6 ans perso 😂,1
3758,BOOM BEACH!,0
3759,cool ton T-Shirt 😎,0
3760,moi je suis comme toi,0
3761,Avec le petit déjeuner constituer d'ailes dpoulet tu as le cholestérol  (enfin je crois)☺,0
3762,Pourquoi les oreillettes du casque de Squeezie sont differente ?,0
3763,squeezie mange des gland ?,0
3764,"Perso, j'ai vu cache-œil, j'ai pensé FF Type-0 et pas pirate XD(Quator Bashtar, mon amour ! 8D)",0
3765,je déteste l'histoire surtout avec m carbucia,0
3766,4:35 moi aussi je prends jamais de poids !!,0
3767,Idem,0
3768,tu préfère tg ou tpg?,0
3769,Hey c'est quelle marque le pull de squeezie ? ??,0
3770,moi aussi je ne peux pas grossir :D mais c'Est hyper pratique quand tes une fille :),0
3771,mdr le bug on voit toutes ta vie coquin,0
3772,Il est trop ...... B. e.a.u.,0
3773,George courtois être un génie,0
3774,il les sauveteurs .sauveur,0
3775,pause a 8:23 ahahahah omg,0
3776,où est ce qu'on peut trouver ce genre de pull (que Squeezie a),0
3777,moi je suis aller faire space montain a wall Disney a Orlando et il fait trop chaud,0
3778,Je kiff ton pull et toi aussi bien sur😍 ou à tu acheter ton pull stp💋,0
3779,Mdrr j'ai un short jogging C mega confortable,0
3780,tu peux sentire le caca mais tu peux cache cette odeur avec du déodorant,0
3781,Ce jeux il existe en français ou pas ?????,0
3782,Je kiff ton pull 😍😘❤️❤️,2
3783,tu devrai jouer a scrap mechanic,0
3784,"4:33 on prend manger ce qu'on veut mais pas prendre de poids. du coup, on peut quand même manger notre nourriture préférée sans grossir. pas fouuuuu, hein? 😏😂",0
3785,C'est quoi tes bonbons préfère Lucas,0
3786,"Je regarde les commentaires, et je vois que personne ne fais de remarque sur le groupe Scorpion 🙇sérieux quoi!! Qui ne connais pas Scorpion!?",0
3787,Moi...,2
3788,@Malo Gosse Lol prend le temps de découvrir ! C'est trop bien!,0
3789,Grave! (comment elle s'appelle la chanson???),0
3790,@Celia Balboni-Boucher Rock you like hurricane! ,0
3791,Merci!,0
3792,+Celia Balboni-Boucher De rien! j'ai eu la chance de les voir en concert le premier décembre 2015 j'en garde un bon souvenir 😃,1
3793,TROP COOOOOOOOOOL!,0
3794,+Celia Balboni-Boucher Yep😃,0
3795,c'est trop bien,0
3796,Moi aussi j'suis un corps de lâche !!!!!!,0
3797,Squeezie! j'y ai joué et ils ont dit tu préfères Squeezie ou cyprien...Tu sais qui j'ai mis je pense,0
3798,opire squeezie n'a jamai étai sérieux,0
3799,à la 8:07 moi j'adorerais les 2 mais les parcs d'attraction c'est quand même trop bien !!,0
3800,"chinois ou japonais 
reponse : COREEN",0
3801,non tu ne va pas mourir vue que tu faire des pattes,0
3802,les gens ont juste à regarder la vidéo et ils seront que tu aura  tué le krakun,0
3803,si tu va dans le passé il aura des choses qui n'existerons plus comme internet mais si tu va dans le futur il aura de nouvelles choses et de nouvaux   jeu vidéo,0
3804,Moi je n'est pas pu joué à ce jeu  Je ne parle pas anglais  ;(,0
3805,tu es en pyj squeesquee,0
3806,l'écran bleu sais pas ton historique vu le nombre de mot sex,0
3807,6min27 : ya vraiment des gens qui pensent que c'est mieux d'être intelligent alors que tout le monde est stupide plutôt que d'être bête et entouré de gens intelligent. ( quand tu est bête tu ne te rends pas compte que tu l'est alors que lorsque tu es intelligent et entouré d'imbéciles tu est isolé et tu est rejeté par les autres ),0
3808,Voilà ont en parle plus de cette chose affreuse maintenant en s'amuse s'est pas sa qui nous empêcheras de nous amuser!,0
3809,On en parle de son pull?,0
3810,jai déja joué a ce jeu,0
3811,Sympa le pijus,0
3812,J'prefere avoir un cache tu vois t'as un côté KANEKI....😂♥️,0
3813,Cache œil*,0
3814,Je sais pas si vous avez lu l'écran bleu,0
3815,si tkt c chelou,0
3816,le pouce pour la manette alors rien kitte le jeu 😊😊😊😊😊😊,0
