,videoId,channelId,channelTitle,videoTitle,videoDescription,categoryId,videoTags,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
264,VWXCTNl7fBM,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,CE SERPENT PEUT AVALER UNE VACHE ENTIÈRE !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.La phobie des serpents compte parmi les plus répandues dans le monde. Environ 1 à 5 % de la population y est sujette, et plus d’un tiers d’entre nous ressentons au moins une forme d’aversion envers cet animal visqueux. Les serpents font donc partie de ces animaux mal-aimés, depuis la nuit des temps et pourtant ils sont incroyables à bien des égards. Les gros serpents par exemple sont particulièrement surprenants car ils sont capables d’avaler d’assez grandes créatures en une bouchée, uniquement. De ce fait, bien qu’ils soient effrayants, nous avons tous envie d’en savoir davantage sur ces gros reptiles. Si c’est votre cas aussi, alors restez, jusqu’à la fin pour découvrir les plus gros serpents du monde..Source : https://anotepad.com/notes/4f7mcyc.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,serpents serpent le plus grand serpent animaux serpent attaque serpent vs crocodile serpent qui fait peur serpent dangereux ce serpent peut avaler une vache curiosités recommandations les plus les pires les meilleurs meilleurs listes,fr,fr,2217826,20398,2562,0,2842
265,-X4eylPkGcE,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LES TORTUES LES PLUS ÉTRANGES ET LES PLUS DANGEREUSES DU MONDE … !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Certains animaux gagnent souvent facilement notre affection, à l’image des tortues par exemple. Lentes, tranquilles, repliées sous leur carapace, ces reptiles inspirent la sympathie tant par leur aspect physique que par leur comportement serein. Cependant, malgré leur air paisible, il existe des espèces bien plus agressives que vous ne le croyez. Et ce n’est pas tout ! Elles possèdent parfois un aspect à faire peur. Si vous voulez en apprendre un peu plus sur ces tortues-là,  restez avec nous..Sources :https://anotepad.com/notes/t64839e.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,tortue tortues étranges dangereuses monde animalier merveilles tortues les plus étranges crocodile reptile documentaire informations bizarre curiosités animaux incroyable qui existent vraiment que vous ne croirez pas du monde dans le monde recommandations les plus les pires les meilleurs meilleurs,fr,fr,270789,5033,305,0,369
266,RMmeT73Vxyo,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,MHD POURRA T’IL REVENIR UN JOUR ?,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Une grande nouvelle vient de tomber cette semaine qui concerne presque exclusivement les fans du rappeur MHD.  Rappelez vous en, ce dernier avait été écroué au début de l’année 2019 à la prison de la Santé en raison de son implication dans l’assassinat d’un jeune homme à Paris. Placé en détention provisoire depuis le 19 janvier 2019, MHD pourrait cependant sortir très prochainement du placard, conformément à la loi française qui stipule que la période de détention provisoire ne peut pas dépasser un an. Ainsi alors que la date de son procès n’a pas été dévoilée, sa date de sortie de prison se fixerait au 17 janvier 2020, pour le plus grand bonheur de ses innombrables fans qui attendaient sa libération avec impatience. Mais MHD pourrait-il revenir sur le devant de la scène et continuer sur sa lancée initiale qui l’avait hissée au sommet des hits parades et l’avait rendue mondialement célèbre ? Ou est ce que son incarcération pour des faits aussi graves lui fermeront les portes du succès et du showbiz à tout jamais, comme ce fut le cas pour OJ Simpson aux Etats Unis, il ya plus de 30 ans ? Alors installez-vous bien confortablement car aujourd’hui nous allons tenter de répondre à ces questions pour savoir si MHD pourrait vraiment revenir un jour !.Sources : https://anotepad.com/notes/id96it3.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,MHD MHD prison MHD innocent mhd la puissance mhd bella mhd a kele nta mhd s'évade de prison mhd champions league prison prisonnier rap francais rap 2020,fr,fr,214673,8292,376,0,804
267,n8nIrPhM-2E,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,"CE GARÇON OBÈSE SE FIT RIDICULISER PAR UNE FILLE DE SA CLASSE… 5 ANS PLUS TARD, IL EUT SA VENGEANCE!","➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅..Le corps humain est une machine capable des prouesses les plus prodigieuses, pour peu qu’on prenne bien soin d’elle. En adoptant un régime alimentaire varié et une bonne hygiène de vie, on peut généralement croquer la vie à pleines dents et bénéficier d’une très bonne condition physique. Mais le mode de vie sédentaire que nous connaissons aujourd’hui favorise l’émergence de pathologies psychiques liées à l’alimentation, dont résultent les cas d’obésité morbide ou d’anorexie mentale. Les gens atteints de tels maux luttent continuellement contre leurs maladie, mais hélas aussi contre le regard des autres, qui n’est pas toujours bienveillant. Mais si beaucoup baissent les bras et subissent le poids de la honte, certains prennent leur courage à deux mains et opèrent des transformations radicales dans leurs vies. Alors installez-vous bien confortablement car aujourd’hui nous allons découvrir les cinq transformations physiques les plus incroyables !Sources : https://anotepad.com/notes/6b3gy6t.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,vengeance revanche garçon gros obèse ridiculiser fille classe école transformation en couple petit copain incroyable qui existent vraiment que vous ne croirez pas motivation top 10 les 10 curiosités recommandations,fr,fr,648755,13751,650,0,909
268,oMpdrFxYNVM,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LIEUX MYSTÉRIEUX OU VOUS N’AVEZ PAS LE DROIT D’ALLER !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Le monde sur lequel nous avons la chance d’être né est vaste et pleins de belles choses et de lieux magnifiques. Mais il existe des points sur la mappemonde que vous ne pouvez pas approcher, sous peine de conséquences parfois très graves. Certains endroits sont tellement secrets qu’ils apparaissent floutés sur Google Earth, tandis que d’autres sont tellement hostiles que l’Homme n’a pas pu les découvrir. Installez vous bien car aujourd’hui nous allons découvrir cinq lieux interdits où vous ne pourrez jamais poser les pieds..Sources : https://anotepad.com/notes/r4hps3g.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,lieux interdits mystérieux vous n’avez pas le droit d’aller les plus mystérieux endroits interdits dans le monde du monde zone 51 extraterrestre ovni vatican ile curiosités recommandations les plus plus les meilleurs meilleurs les pires,fr,fr,512926,10038,514,0,368
269,3IKvbajDZ5s,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,POURQUOI JADEN SMITH EST UNE TELLE DÉCEPTION ?!,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Lorsqu’on nait quasiment sous les feux de la rampe, avec des parents formant l’un des couples les plus bancables d’Hollywood, la célébrité nous est acquise quoi qu’on puisse faire. Mais pour sortir de l’ombre de leurs parents stars, ces jeunes vont devoir galérer et trimer bien dur, au risque de passer pour des privilégiés, ou pire carrément pour des pistonnés. Ainsi en est-il de Jaden Smith, qui a vu le jour quasiment sous le feu nourri des projecteurs et qui a grandi à coté du papa le plus célèbre et le plus adulé d’Amérique. Le rejeton de Will Smith a donc du lutter contre l’immense célébrité de son papa afin de ne pas être éclipsé, et pour se faire un nom propre, il n’hésite pas à surprendre, voire à choquer. A tel point que nombreux se demandent aujourd’hui Pourquoi Jaden Smith est une telle déception ?.Sources : https://anotepad.com/notes/75pckw4.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,Jaden Smith jaden smith jaden smith 2020 jaden smith icon jaden smith batman jaden smith songs jaden smith interview jaden smith transformation karate kid avant après jaden smith maintenant,fr,fr,1340007,17708,4045,0,984
270,Ee80XPwkczM,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LES JEUX VIDÉO QUI ONT RUINÉ LA VIE DES GENS !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Les jeux vidéo d’aujourd’hui se distinguent par leur réalisme époustouflant et la multitude de mode de jeux, allant de la course automobile aux duels grandioses aux sabres lasers. Mais si les jeux vidéo ont pu bénéficier des énormes avancées technologiques des années 1990 et 2000, ils ont aussi perdu leur caractère de passe temps amusant pour devenir de véritables addictions virtuelles, sources d’émotions fortes mais aussi de frustrations.  Les joueurs pris dans cet engrenage ne voient plus le jeu comme une séance de détente mais plutôt comme une nécessité vitale, dont ils ne pourraient se passer. Cette dépendance envers les jeux vidéo atteint très souvent des proportions dramatiques, causant la ruine de familles entières. A tel point que certains développeurs de jeux dépassés par les événements retirent carrément leurs créations du marché, comme ce fut le cas pour le fameux Flappy Bird. Ce jeu  était si addictif  que son créateur pris de remords et grandement inquiet pour la santé des joueurs et leur bien être, retira son jeu du Play store et de l’App store, malgré le fait qu’il lui ramenait des revenus énormes. Les jeux vidéo peuvent ainsi se retourner contre leurs créateurs, mais bien souvent ce sont les joueurs qui sont les plus gros perdants. Alors installez-vous bien confortablement car aujourd’hui nous allons découvrir les six jeux vidéo qui ont ruiné la vie de leurs créateurs, et surtout de leurs utilisateurs..Sources : https://anotepad.com/notes/56pxsb2.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,flappy bird flappy bird download ios qu’est il arrivé ou est pourquoi flappy bird flappy bird 1000 flappy bird ending recommandations curiosités les meilleurs les pires meilleurs les plus,fr,fr,184774,6130,327,0,825
271,FpjEIwblWcs,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LES RÈGLES STRICTES QUE CRISTIANO RONALDO JR DOIT SUIVRE,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Cristiano Ronaldo est un très grand joueur de football, c’est bien connu. Il est, donc, tout à fait normal que son fils, Cristiano Ronaldo Junior, né en 2010, veuille suivre l’exemple de son paternel. Les enfants stars souhaitent souvent construire leur carrière sans porter l’étiquette de leurs parents. C’est probablement pour cette raison que le jeune Cristiano Junior se décarcasse quotidiennement pour être comme son père, voire même meilleur que lui. Mais pour cela, il doit suivre des règles très strictes, afin d’atteindre son objectif. Vous souhaitez les connaitre ? Alors, restez  avec nous, jusqu’à la fin, pour connaître les 8 règles strictes que doit suivre Cristiano Ronaldo Junior. .Source :https://anotepad.com/notes/y5rbjam.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,cristiano ronaldo cristiano ronaldo JR cristiano ronaldo junior CR7 cristiano ronaldo skills cristiano ronaldo interview cristiano ronaldo fils cristiano ronaldo famille curiosités recommandations les plus les meilleurs meilleurs les pires buts foot messi,fr,fr,763889,17158,1068,0,1201
272,eaEs1PB6DRg,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,CES EMPLOYÉS ONT PERDU LEUR TRAVAIL À CAUSE D’ERREURS STUPIDES !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Avec l’avènement des réseaux sociaux, les coulisses des entreprises jusque là tenues secrètes, sont devenues  accessibles à tout le monde. Un directeur trop exigeant ou tyrannique, un salaire de misère, des conditions de travail difficiles, en quelques clics, l’information arrive au monde entier via Facebook, Twitter, et Youtube ! Un phénomène que les chefs d’entreprise ont de plus en plus de mal à contrôler ,à tel point, que certains n’hésitent plus à traquer carrément leurs employés via ces mêmes réseaux pour connaitre le fond de leur pensée ou trouver un motif pour leur renvoi. Grand plan sur certains de ces cas..Sources :.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,employés emploi travailleurs pires erreurs filmés en direct erreurs pires employés listes recommandations curiosités les meilleurs les pires meilleurs les plus,fr,fr,273666,5375,278,0,149
273,Jcml7ZkB9GM,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,"ON SE MOQUAIT DE LUI À CAUSE DE SES DENTS DE LAPIN, DES ANNÉES PLUS TARD, IL A SUPRIS TOUT LE MONDE","➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Nous avons tous au moins un défaut physique qui nous complexe et que l'on voudrait changer à tous prix: un nez trop courbé, une mauvaise dentition, des oreilles trop décollées, personne au monde n'échappe à ce petit complexe physique qui peut nous rendre parfois la vie dure.  Seulement voilà, ce n'est rien comparativement à d'autres personnes nées complètement différentes du reste du monde. Les personnes que vous allez voir aujourd'hui vont vous donner de belles leçons de vie, car même si cette dernière a été très injuste et cruelle, elles ont su la défier et prendre leur revanche comme il fallait en faisant de leur différence leur plus grand atout et en transformant leur faiblesse en une force extraordinaire. Voici les 5 personnes qui ont été harcelées mais qui ne se sont pas laissées faire pour autant!.Sources : https://anotepad.com/notes/8d4ha2m.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,vengeance on se moquait de lui dents dents de lapins enfants garçon fille école étudiant élèves vacances professeur transformation transformation physique avant après confiance en soi listes recommandations curiosités les meilleurs les pires meilleurs les plus,fr,fr,1000637,23585,1307,0,1474
274,qnLhFLKFU9s,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,CES FAUX MENDIANTS HANDICAPÉS NOUS PRENNENT POUR DES CONS … PRIS EN FLAGRANT DÉLIT !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Il s’agit certainement d’un des plus vieux métiers du monde, et probablement aussi, l’un des plus lucratifs. La mendicité dans la rue et dans les espaces publics est de nos jours une véritable tare sociale que même les gouvernements des pays développés n’ont pas réussi à éradiquer.  Et souvent, ce sont de faux mendiants ! Ils sont légion dans les grandes villes, plantés dans les grands boulevards, à coté des feux rouges ou dans des endroits piétonniers aux abords des magasins. Ils se déguisent et s’habillent de vilaines guenilles pour paraitre misérables et nécessiteux, alors qu’en vérité, ils gagnent bien plus que vous. Alors installez vous bien, car aujourd’hui, nous allons découvrir huit faux mendiants pris en flagrant délit..Sources : https://anotepad.com/notes/gcsnphc.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,faux mendiants faux mendiants démasqué mendiant pauvre riche mendiant riche les pires les meilleurs meilleurs les plus séquences filmé par caméra en direct,fr,fr,386762,6950,493,0,692
275,FudI168IPSI,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,VOICI TOUS LES SUPER POUVOIRS DES MOINES SHAOLIN … ( SÉQUENCES RARES ) !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Les moines Shaolin suscitent beaucoup de mystère grâce à leurs superpouvoirs supposés. Ils ont été popularisés avec les films de Kung fu où l’on voit toute la capacité quasi surhumaine des moines Shaolin et ils concentrent leur énergie vitale pour atteindre le parfait équilibre entre la force physique et la force mentale, grâce à la pratique quotidienne du Kung-Fu. De ce fait, ils se rendent capables de prouesses physiques impossibles à réaliser sans un apprentissage rigoureux. Vous souhaitez découvrir tous les pouvoirs de ces incroyables moines ? Ca tombe bien car aujourd’hui nous nous intéressons aux 10 superpouvoirs des moines Shaolin..Source : https://anotepad.com/notes/qg5wejx.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,moine shaolin moines shaolin moines shaolin combat moines shaolin documentaire super pouvoirs entrainement maitres de shaolin kung fu arts martiaux enfants kickboxing combatant bruce lee muai thai Ip man muay thai listes les meilleurs les pires les plus meilleurs,fr,fr,439974,12243,860,0,358
276,lewr8DUK90k,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LES PLUS JEUNES MILLIARDAIRES DU MONDE,"➤ Visiter notre Site Web : http://lamafache.tv  ✅.Riches et célèbres, ils figurent parmi les personnes les plus fortunées du monde. Cependant, outre la richesse, ils ont tous un point commun : la jeunesse. Car en effet, les personnes dont nous allons parler aujourd’hui ont tous moins de 40 ans. Aujourd’hui donc, nous allons découvrir ensemble qui sont les 10 plus jeunes milliardaires de la planète ! .Sources : https://anotepad.com/notes/ws629xm.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,les plus riche jeunes milliardaire monde forbes les plus riches du monde millionnaires les plus jeunes enfants enfants riche dubai enfants dubai les plus chers les plus grands argent comment devenir riche comment gagner de l’argent gagner de l’argent indépendance financière Kylie Jenner riche vs pauvre riche pauvre,fr,fr,436113,9262,376,0,339
277,5OR64Mc3yZw,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,VOICI POURQUOI PERSONNE NE PEUT BATTRE LES MOINES SHAOLIN ... VOUS SEREZ CHOQUÉS !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Le Kung-fu Shaolin est un art martial chinois provenant d’un monastère situé au cœur de la Chine, dans la province du Henan, sur le Mont Songshan. Créé par le moine bouddhiste Bodhidharma, cet art martial, inspiré des mouvements de certains animaux réels et mythologiques tels que le tigre, le dragon, le serpent, le léopard et la grue, ont été initialement enseignés aux enfants du culte de Bouddha. Ensuite, se propagea l'idée que ces techniques de défense visaient au développement harmonieux de l'esprit et du corps. Les moines concentrent leur énergie vitale pour atteindre le parfait équilibre entre force physique et force mentale. La méditation, une des pratiques des apprentis, consiste à détacher son âme de son corps pour ne ressentir aucune douleur. Ainsi, ils espèrent atteindre l'illumination, un état de plénitude. Ils ont appris à se battre seulement pour se défendre et, grâce à leurs entraînements, ils sont maintenant capables d'effectuer des mouvements impressionnants et des prouesses physiques impossibles à réaliser sans un apprentissage rigoureux. Aujourd’hui, nous avons pensé à vous présenter quelques aptitudes de ces chevronnés mais avant tout, nous vous conseillons de ne pas essayer de faire cela chez vous. Voici donc de quoi les moines de Shaolin sont capables..Sources : https://anotepad.com/notes/s74amf4.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,shaolin maitres de shaolin moines shaolin moines shaolin combat moines shaolin documenatire entrainement shaolin entrainment entrainment extreme kung fu entrainment extreme shaolin tony jaa moine arts martiaux listes meilleurs les pires les meilleurs les plus,fr,fr,3935069,52128,5289,0,2131
278,Z8y4dUC-jUo,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,10 CRÉATURES À DEUX TÊTES QUI EXISTENT VRAIMENT !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Chacun de nous a déjà vu des créatures étranges et vraiment impressionnantes possédant un œil, trois bras, ou même  deux têtes, n’est-ce pas ? Je parle bien sûr des films de science-fiction ! Mais, vous est-il déjà arrivé de voir ces créatures-là pour de vrai ? Des serpents, des tortues, des chenilles ou même un veau à deux têtes par exemple ? Non ! Eh, bien ! Sachez que ces animaux existent bel et bien dans la nature ! Vous ne me croyez pas ? C’est ce que nous allons découvrir ensemble, aujourd’hui. Voici donc Les animaux à deux têtes les plus bizarres..Sources : https://anotepad.com/notes/9ecq5r3.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,les meilleurs les pires bizarres qui existent vraiment que vous ne croirez pas curiosités recommandations dans le monde du monde,fr,fr,928070,17941,1475,0,1670
279,fctYEg0jwRE,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,CES CÉLÉBRITÉS ONT DES TALENTS CACHÉS BIZARRES … !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Ils sont chanteurs, acteurs, mannequins ou homme politiques, et sont connus par tous pour leurs talents. Mais connaissez-vous vraiment tous leurs talents ? Eh bien, certaines personnes célèbres sont capables de faire des choses que vous n’imaginiez sans doute pas,  et croyez-moi, certains sont même très doués et vont vous surprendre par leurs talents cachés ! Aujourd’hui donc, nous allons découvrir ensemble quels sont les talents impressionnants ou bizarres que cachent ces personnes célèbres..Sources : https://anotepad.com/notes/3bbi3pf .S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,Chanteurs célébrités moments embarrassants en direct célébrités avec des talents cachés bizarres chanteurs sans autotune Kylie Jenner Kim Kardashian Ariana Grande Obama tours de magie sur scène moments drôles chanteurs acteurs compilation drôle videos drôles ed sheeran,fr,fr,909376,19266,1027,0,3010
280,fw5_3892xkg,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,CRISTIANO RONALDO JR VS THIAGO MESSI … Qui A Le Meilleur Style De Vie ?,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Depuis leur intégration aux antagonistes historiques, le FC Barcelone et le Real Madrid, et depuis leurs premières rencontres disputées, les supporters du ballon rond ont tendance à comparer les deux stars du football Lionel Messi et Cristiano Ronaldo. On se demande : qui a le meilleur palmarès ? qui a décroché le plus de titres ? ou encore qui est le meilleur en terme de prouesses ? Du coup, les deux protagonistes ont adopté cette esprit de compétitivité, que ce soit sur le terrain ou dans leur quotidien, à l’enchantement des spectateurs. Quelques années plus tard, la comparaison paternelle coutumière s’est automatiquement reflétée sur leurs fils aînés. Forcément, nous nous intéressons au vécu de leurs premiers rejetons, de ce qu’ils ont acquis de leurs prédécesseurs et de leurs performances mutuelles. Aujourd’hui, nous vous proposons un récapitulatif pour tenter de vous aider à répondre à cette fameuse question qui a tant intéressé petits et grands. Thiago Messi Vs Cristiano Ronaldo Junior. A votre avis, qui a le meilleur style de vie ?.Sources : https://anotepad.com/notes/ycbge2y .S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,Thiago messi vs cristiano Ronaldo Jr Cristiano Ronaldo Cristiano ronaldo JR ronaldo goal ronaldo vs cristiano ronaldo skills lionel Messi thiago messi fils de cristiano ronaldo fils de messi messi vs ronaldo messi skills buts football foot barcelone real madrid juventus meilleurs buts meilleurs skills neymar mbappe psg,fr,fr,1365203,24911,1485,0,2911
281,ryt_feMeZgg,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,10 FOIS OU DES CHANTEURS ONT ÉTÉ ATTAQUÉ PAR DES FANS!,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Les célébrités ont toujours du composer tant bien que mal avec les fans hystériques et déchainés et à leurs trop lourds débordements d’affections dont ils se seraient bien passé. Mais si certaines stars tolèrent bien volontiers ce genre de comportement, voyant en lui une preuve irréfutable de leur popularité, d’autres, plus nombreuses l’ont en horreur et donneraient tout pour ne pas avoir à subir les épanchements amoureux mais excessifs, voire menaçants de leurs fans. Alors installez-vous bien confortablement car aujourd’hui, nous allons découvrir les 10 fois où les stars ont du faire face à des attaques de groupies, directement sur scène..Sources : https://anotepad.com/notes/6amkan3.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,chanteurs attaqué par des fans Ariana grande moments séquences drôles filmés par caméra moments gênants moments embarrassants Beyonce Jay Z Taylor Swift Akon fans,fr,fr,441285,10010,704,0,1011
282,rc9d_g18AJE,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LES ENFANTS CÉLÈBRES QUI ONT RUINÉ LEUR CARRIÈRE … !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.Les enfants ont besoin d’amour et d’attention pour grandir et pouvoir ensuite faire les bons choix dans la vie. C’est donc aux parents qu’incombe normalement cette tache, mais parfois l’appât du gain est le plus fort et certains parents n’hésitent pas à faire de leur progénitures, de véritables machines à fric, en les mettant sous les feux des projecteurs dés leur plus jeune âge. Ces enfants stars qui grandiront sous les objectifs des cameras n’auront alors aucune chance d’avoir une enfance normale, ce qui se répercutera tôt ou tard dans leurs vies futures. Aujourd’hui nous allons découvrir 10 enfants stars qui ont ruiné leurs carrières, en faisant les pires choix possibles..Sources : https://anotepad.com/notes/hjqxxne.S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,stars enfants jaden smith carrière qui ont ruiné leur carrière célébrités acteur chanteur avant après disparus films chansons cinéma,fr,fr,644653,9019,534,0,489
283,tcR31TtjudE,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,QUAND IL VOIT UN LIVRE … IL S’ÉVANOUIT !,"➤ S'abonner au podcast : https://apple.co/342uAyS  ✅.➤ Visiter notre Site Web : http://lamafache.tv  ✅.On connait tous quelqu’un qui a des enfants turbulents ou parfaitement ingérables et qui lui pourrissent constamment la vie. Les parents de tels enfants sont souvent débordés et dépassés par les événements qui découlent forcément des agissements de leur progéniture. Les pauvres parents qui n’en finissent pas de payer les pots cassés, doivent en plus veiller à l’éducation de leurs petits monstres. Et ces derniers sont souvent très imaginatifs, lorsqu’il s’agit de concocter de nouveaux tours à jouer à leurs chers parents. Bien sûr, au bout du compte, les parents finissent par remettre leurs enfants dans le droit chemin et a force de punitions et de leçons de morales, même les enfants les plus têtus et les plus malicieux finissent par rentrer dans le rang et s’assagir. Mais il y a toujours des exceptions pour confirmer la règle, et certains enfants resteront toujours incorrigibles et continueront à faire les bêtises en regardant leurs parents du coin de l’œil.  Et c’est ce que nous allons voir aujourd’hui car installez vous bien, et soyons prêts à découvrir ensemble les six enfants qui se sont distingués par des comportements bien singuliers..Sources : https://anotepad.com/notes/ypknpq5 .S’abonner à la chaîne : https://goo.gl/KOb7NsRetrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send an email to : contactlamatv@gmail.com",24,enfant livre il s’évanouit école écolier élève primaire collège lycée trucs et astuces monde dans le monde école primaire Algérie sorcellerie les enfants famille parents professeurs enseignement,fr,fr,118916,3852,243,0,230
